GroupId	WebsiteName	PatternType	Missed	Junk	Outof	LeftPattern	RightPattern
1	flipkart	noValuePattern	1	0	4	="" fill="#fff" class="_24NaUy"></path></svg></div><div class="_1HEvv0"><div class="_1KHd47 Bomkwu">	</div><svg width="" height="" viewBox="" xmlns="http://www.w3.org/2000/svg" class="_2XP0B_"><path d=
2	amazon	noValuePattern	0	0	4	ss="a-list-item a-color-tertiary"> › </span></li> <li><span class="a-list-item a-color-tertiary"> 	 </span></li> </ul> </div> </div> <
